instance,config,seed,status,time_kernel,total_time,iterations,buckets,last_bucket,first_bucket,value,reopt_value,real_gap,proj_gap,num_frac
circ18bbal,config19,3,FOUND INTEGER FEASIBLE,0.000000,1080.200319,0,0,-1,-1,832.000000,832.000000,0.000000,0.000000,0
circ18bbal,config18,1,FOUND INTEGER FEASIBLE,0.000000,2526.916200,0,0,-1,-1,1062.000000,1062.000000,0.000000,0.000000,0
circ18bbal,config18,2,FOUND INTEGER FEASIBLE,0.000000,2523.058172,0,0,-1,-1,1062.000000,1062.000000,0.000000,0.000000,0
circ18bbal,config18,3,FOUND INTEGER FEASIBLE,0.000000,2519.117640,0,0,-1,-1,1062.000000,1062.000000,0.000000,0.000000,0
circ18cbal,config1,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,192,0,-1,-1,0.000000,0.000000,29.039616,32.848122,442
circ18cbal,config1,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,196,0,-1,-1,0.000000,0.000000,30.459424,33.451208,496
circ18cbal,config1,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,147,0,-1,-1,0.000000,0.000000,30.459424,33.451208,496
circ18cbal,config3,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,193,0,-1,-1,0.000000,0.000000,31.783490,34.620651,491
circ18cbal,config3,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,178,0,-1,-1,0.000000,0.000000,29.027285,33.839652,368
circ18cbal,config3,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,195,0,-1,-1,0.000000,0.000000,31.783490,34.620651,491
circ18cbal,config20,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,92,0,-1,-1,0.000000,0.000000,27.161800,29.788359,483
circ18cbal,config20,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,95,0,-1,-1,0.000000,0.000000,27.161800,29.788359,483
circ18cbal,config20,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,91,0,-1,-1,0.000000,0.000000,27.161800,29.788359,483
circ18cbal,config16,1,FOUND INTEGER FEASIBLE,23.919679,621.255371,44,12,3,1,1076.000000,1076.000000,0.000000,0.000000,0
circ18cbal,config16,2,FOUND INTEGER FEASIBLE,23.859896,727.682692,55,12,3,1,1068.000000,1068.000000,0.000000,0.000000,0
circ18cbal,config16,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,23.895198,3600,252,12,12,1,0.000000,0.000000,7.568596,7.694426,370
circ18cbal,config17,1,FOUND INTEGER FEASIBLE,117.874899,719.837995,54,12,2,0,1096.000000,1096.000000,0.000000,0.000000,0
circ18cbal,config17,2,FOUND INTEGER FEASIBLE,115.527952,703.204377,49,12,2,0,1098.000000,1098.000000,0.000000,0.000000,0
circ18cbal,config17,3,FOUND INTEGER FEASIBLE,115.130401,772.715463,53,12,2,0,1112.000000,1112.000000,0.000000,0.000000,0
circ18cbal,config21,1,FOUND INTEGER FEASIBLE,101.399152,615.843633,36,11,1,0,1262.000000,1262.000000,0.000000,0.000000,0
circ18cbal,config21,2,FOUND INTEGER FEASIBLE,101.136461,1076.709180,76,11,3,0,1242.000000,1242.000000,0.000000,0.000000,0
circ18cbal,config21,3,FOUND INTEGER FEASIBLE,101.723800,1030.171267,70,11,3,0,1198.000000,1198.000000,0.000000,0.000000,0
circ18cbal,config23,1,FOUND INTEGER FEASIBLE,102.514187,2204.826817,150,11,7,0,1098.000000,1098.000000,0.000000,0.000000,0
circ18cbal,config23,2,FOUND INTEGER FEASIBLE,101.237741,1060.712406,74,11,3,0,1094.000000,1094.000000,0.000000,0.000000,0
circ18cbal,config23,3,FOUND INTEGER FEASIBLE,102.461204,1041.409679,70,11,3,0,1072.000000,1072.000000,0.000000,0.000000,0
circ18cbal,config19,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,0,0,-1,-1,0.000000,0.000000,inf,inf,0
circ18cbal,config19,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,0,0,-1,-1,0.000000,0.000000,inf,inf,0
circ18cbal,config19,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,0,0,-1,-1,0.000000,0.000000,inf,inf,0
circ18cbal,config18,1,FOUND INTEGER FEASIBLE,0.000000,635.069465,0,0,-1,-1,894.000000,894.000000,0.000000,0.000000,0
circ18cbal,config18,2,FOUND INTEGER FEASIBLE,0.000000,634.472329,0,0,-1,-1,894.000000,894.000000,0.000000,0.000000,0
circ18cbal,config18,3,FOUND INTEGER FEASIBLE,0.000000,634.904543,0,0,-1,-1,894.000000,894.000000,0.000000,0.000000,0
circ18dbal,config1,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,190,0,-1,-1,0.000000,0.000000,25.380919,28.233731,479
circ18dbal,config1,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,195,0,-1,-1,0.000000,0.000000,25.380919,28.233731,479
circ18dbal,config1,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,188,0,-1,-1,0.000000,0.000000,25.380919,28.233731,479
circ18dbal,config3,1,FOUND INTEGER FEASIBLE,0.000000,240.064609,14,0,-1,-1,1102.000000,1102.000000,0.000000,0.000000,0
circ18dbal,config3,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,196,0,-1,-1,0.000000,0.000000,23.765518,24.296788,498
circ18dbal,config3,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,192,0,-1,-1,0.000000,0.000000,23.765518,24.296788,498
circ18dbal,config20,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,92,0,-1,-1,0.000000,0.000000,20.419646,20.955524,465
circ18dbal,config20,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,93,0,-1,-1,0.000000,0.000000,20.419646,20.955524,465
circ18dbal,config20,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,86,0,-1,-1,0.000000,0.000000,20.419646,20.955524,465
circ18dbal,config16,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,28.788951,3600,252,12,12,1,0.000000,0.000000,9.207333,9.226608,431
circ18dbal,config16,2,FOUND INTEGER FEASIBLE,29.875431,726.987887,55,12,3,1,1042.000000,1042.000000,0.000000,0.000000,0
circ18dbal,config16,3,FOUND INTEGER FEASIBLE,28.717588,1812.969836,128,12,7,1,1046.000000,1046.000000,0.000000,0.000000,0
circ18dbal,config17,1,FOUND INTEGER FEASIBLE,98.880101,706.163167,57,12,2,0,1154.000000,1154.000000,0.000000,0.000000,0
circ18dbal,config17,2,FOUND INTEGER FEASIBLE,99.242040,716.232380,51,12,2,0,1116.000000,1116.000000,0.000000,0.000000,0
circ18dbal,config17,3,FOUND INTEGER FEASIBLE,99.955799,716.491512,52,12,2,0,1116.000000,1116.000000,0.000000,0.000000,0
circ18dbal,config21,1,FOUND INTEGER FEASIBLE,111.454338,1667.526371,112,11,5,0,1192.000000,1192.000000,0.000000,0.000000,0
circ18dbal,config21,2,FOUND INTEGER FEASIBLE,111.146174,765.245213,55,11,2,0,1180.000000,1180.000000,0.000000,0.000000,0
circ18dbal,config21,3,FOUND INTEGER FEASIBLE,111.375808,1411.862429,104,11,4,0,1208.000000,1208.000000,0.000000,0.000000,0
circ18dbal,config23,1,FOUND INTEGER FEASIBLE,111.253135,1662.500809,120,11,5,0,1138.000000,1138.000000,0.000000,0.000000,0
circ18dbal,config23,2,FOUND INTEGER FEASIBLE,111.296736,1041.128790,74,11,3,0,1132.000000,1132.000000,0.000000,0.000000,0
circ18dbal,config23,3,FOUND INTEGER FEASIBLE,112.355402,1887.240416,136,11,6,0,1136.000000,1136.000000,0.000000,0.000000,0
circ18dbal,config19,1,FOUND INTEGER FEASIBLE,0.000000,786.330249,0,0,-1,-1,828.000000,828.000000,0.000000,0.000000,0
circ18dbal,config19,2,FOUND INTEGER FEASIBLE,0.000000,788.020725,0,0,-1,-1,828.000000,828.000000,0.000000,0.000000,0
circ18dbal,config19,3,FOUND INTEGER FEASIBLE,0.000000,794.985612,0,0,-1,-1,828.000000,828.000000,0.000000,0.000000,0
circ18dbal,config18,1,FOUND INTEGER FEASIBLE,0.000000,2477.097187,0,0,-1,-1,860.000000,860.000000,0.000000,0.000000,0
circ18dbal,config18,2,FOUND INTEGER FEASIBLE,0.000000,2478.775730,0,0,-1,-1,860.000000,860.000000,0.000000,0.000000,0
circ18dbal,config18,3,FOUND INTEGER FEASIBLE,0.000000,2478.711110,0,0,-1,-1,860.000000,860.000000,0.000000,0.000000,0
circ18dnonbal,config1,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,166,0,-1,-1,0.000000,0.000000,24.010803,27.370146,437
circ18dnonbal,config1,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,165,0,-1,-1,0.000000,0.000000,24.010803,27.370146,437
circ18dnonbal,config1,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,156,0,-1,-1,0.000000,0.000000,24.010803,27.370146,437
circ18dnonbal,config3,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,155,0,-1,-1,0.000000,0.000000,23.240107,24.920445,480
circ18dnonbal,config3,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,166,0,-1,-1,0.000000,0.000000,23.240107,24.920445,480
circ18dnonbal,config3,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,161,0,-1,-1,0.000000,0.000000,23.240107,24.920445,480
circ18dnonbal,config20,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,82,0,-1,-1,0.000000,0.000000,18.951482,20.821502,435
circ18dnonbal,config20,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,76,0,-1,-1,0.000000,0.000000,18.951482,20.821502,435
